Episode,Score
463,1980
464,836
465,300
466,1996
467,2108
468,436
469,964
470,2012
471,828
472,1684
473,1192
474,292
475,1412
476,1300
477,1024
478,108
479,2248
480,536
481,1152
482,2420
483,148
484,892
485,2260
486,1424
487,868
488,692
489,340
490,624
491,548
492,812
493,1264
494,400
495,968
496,464
497,608
498,1016
499,608
500,676
501,592
502,1048
503,1492
504,2116
505,624
506,860
507,452
508,336
509,456
510,2532
511,276
512,760
513,2768
514,420
515,888
516,1636
517,952
518,1668
519,356
520,1388
521,496
522,936
523,596
524,676
525,364
526,828
527,1348
528,348
529,1204
530,2164
531,560
532,292
533,1020
534,1864
535,1040
536,1332
537,1208
538,1252
539,1180
540,520
541,1216
542,424
543,116
544,1328
545,620
546,1108
547,1112
548,1196
549,664
550,1136
551,1204
552,552
553,524
554,372
555,1184
556,1796
557,800
558,5592
559,196
560,1352
561,3580
562,860
563,404
564,2920
565,592
566,820
567,712
568,1096
569,512
570,232
571,1340
572,1436
573,1924
574,2204
575,1748
576,604
577,328
578,868
579,488
580,672
581,988
582,2752
583,2024
584,1012
585,1424
586,1188
587,1172
588,544
589,1748
590,388
591,460
592,1656
593,1244
594,372
595,1832
596,2064
597,552
598,2688
599,2308
600,3092
601,892
602,508
603,2120
604,1072
605,640
606,204
607,524
608,312
609,232
610,2140
611,1400
612,292
613,668
614,1072
615,192
616,220
617,1128
618,1224
619,1356
620,980
621,996
622,1112
623,892
624,1076
625,1016
626,296
627,756
628,236
629,928
630,1696
631,1020
632,160
633,648
634,936
635,800
636,716
637,1388
638,584
639,580
640,968
641,1008
642,596
643,124
644,916
645,584
646,668
647,536
648,2200
649,1028
650,244
651,628
652,1192
653,628
654,432
655,1216
656,548
657,756
658,176
659,784
660,320
661,460
662,672
663,2380
664,508
665,1504
666,1332
667,456
668,2376
669,656
670,1344
671,56
672,580
673,424
674,2108
675,544
676,788
677,712
678,948
679,596
680,704
681,1364
682,624
683,508
684,2856
685,2532
686,1228
687,776
688,880
689,484
690,2200
691,472
692,1284
693,1092
694,936
695,380
696,524
697,1748
698,2156
699,348
700,1228
701,1092
702,816
703,260
704,1568
705,564
706,460
707,1288
708,636
709,2504
710,368
711,964
712,1156
713,584
714,1292
715,324
716,360
717,1168
718,1272
719,748
720,1200
721,2288
722,1044
723,1580
724,568
725,792
726,584
727,544
728,1124
729,2376
730,932
731,2100
732,264
733,1192
734,2148
735,2252
736,772
737,500
738,512
739,444
740,940
741,796
742,888
743,1200
744,2252
745,2548
746,732
747,1052
748,1924
749,1176
750,904
751,1276
752,444
753,816
754,2916
755,536
756,636
757,1228
758,1340
759,844
760,1272
761,232
762,2932
763,672
764,856
765,1568
766,388
767,1536
768,1584
769,2360
770,2224
771,1116
772,724
773,664
774,1656
775,3056
776,3364
777,1860
778,1228
779,620
780,176
781,1184
782,488
783,160
784,860
785,1236
786,3020
787,2260
788,748
789,744
790,616
791,792
792,352
793,28
794,1236
795,1452
796,1192
797,420
798,532
799,592
800,1088
801,308
802,1104
803,960
804,1236
805,648
806,2452
807,588
808,1172
809,1432
810,2048
811,260
812,1428
813,148
814,788
815,468
816,1172
817,592
818,1060
819,876
820,1300
821,1248
822,868
823,1268
824,1048
825,252
826,448
827,2012
828,3044
829,456
830,424
831,544
832,756
833,636
834,152
835,1356
836,1440
837,1300
838,880
839,1640
840,636
841,556
842,1596
843,1168
844,2500
845,1196
846,1456
847,780
848,1396
849,3564
850,1372
851,1192
852,744
853,1772
854,236
855,1560
856,2104
857,1272
858,1292
859,860
860,616
861,508
862,724
863,1772
864,2940
865,1252
866,1972
867,636
868,204
869,1192
870,228
871,672
872,352
873,788
874,1996
875,2032
876,1336
877,1008
878,836
879,1052
880,1020
881,2264
882,1188
883,1884
884,1048
885,772
886,488
887,2288
888,1480
889,468
890,1212
891,152
892,2508
893,2004
894,716
895,648
896,2604
897,1488
898,1432
899,876
900,1796
901,1076
902,512
903,856
904,532
905,604
906,84
907,1616
908,1384
909,1676
910,612
911,944
912,1296
913,832
914,976
915,3056
916,648
917,888
918,1432
919,372
920,1028
921,504
922,2788
923,1972
924,616
925,2264
926,808
927,2160
928,2844
929,708
930,2220
931,464
932,572
933,1824
934,1212
935,500
936,256
937,212
938,2160
939,1288
940,1288
941,412
942,692
943,780
944,456
945,572
946,2152
947,1308
948,1080
949,204
950,264
951,416
952,544
953,132
954,888
955,1172
956,5104
957,1120
958,1012
959,540
960,1480
961,284
962,416
963,644
964,912
965,1440
966,480
967,1352
968,1096
969,248
970,876
971,1188
972,640
973,1600
974,208
975,616
976,796
977,600
978,836
979,84
980,4920
981,772
982,340
983,2236
984,3164
985,356
986,848
987,1932
988,3916
989,304
990,868
991,2816
992,988
993,268
994,1952
995,548
996,896
997,104
998,2188
999,360
1000,548
1001,1512
1002,344
1003,3060
1004,676
1005,608
1006,256
1007,1544
1008,120
1009,2372
1010,760
1011,608
1012,592
1013,756
1014,900
1015,2824
1016,428
1017,2424
1018,720
1019,712
1020,2168
1021,1252
1022,324
1023,296
1024,2208
1025,536
1026,600
1027,1276
1028,964
1029,1584
1030,1068
1031,608
1032,472
1033,1328
1034,892
1035,908
1036,624
1037,476
1038,2440
1039,1256
1040,1056
1041,348
1042,1868
1043,700
1044,692
1045,204
1046,312
1047,748
1048,1784
1049,1136
1050,2264
1051,1040
1052,472
1053,1120
1054,116
1055,944
1056,3464
1057,1176
1058,2400
1059,1344
1060,608
1061,580
1062,4648
1063,436
1064,904
1065,1368
1066,524
1067,548
1068,820
1069,780
1070,1000
1071,2672
1072,648
1073,2236
1074,852
1075,580
1076,420
1077,584
1078,948
1079,2356
1080,356
1081,3152
1082,1200
1083,1160
1084,400
1085,520
1086,840
1087,268
1088,1192
1089,856
1090,1388
1091,1444
1092,704
1093,1020
1094,1716
1095,1000
1096,1164
1097,728
1098,1176
1099,896
1100,624
1101,3432
1102,864
1103,2160
1104,2064
1105,1196
1106,1164
1107,1264
1108,1904
1109,2052
1110,1352
1111,1424
1112,2240
1113,2548
1114,1852
1115,2368
1116,300
1117,284
1118,684
1119,464
1120,568
1121,616
1122,528
1123,964
1124,880
1125,1224
1126,2000
1127,1616
1128,1240
1129,728
1130,592
1131,2532
1132,344
1133,92
1134,1280
1135,1168
1136,3020
1137,3000
1138,352
1139,560
1140,308
1141,340
1142,2468
1143,800
1144,104
1145,5028
1146,1268
1147,908
1148,856
1149,2932
1150,2060
1151,832
1152,464
1153,1952
1154,1580
1155,616
1156,808
1157,2588
1158,504
1159,528
1160,1432
1161,1684
1162,1216
1163,332
1164,704
1165,852
1166,260
1167,200
1168,976
1169,484
1170,3432
1171,188
1172,532
1173,1104
1174,636
1175,1488
1176,1256
1177,1228
1178,1168
1179,344
1180,1716
1181,2852
1182,1264
1183,1244
1184,1296
1185,628
1186,516
1187,508
1188,2160
1189,1292
1190,1100
1191,1392
1192,2228
1193,560
1194,420
1195,804
1196,252
1197,2380
1198,544
1199,2808
1200,1012
1201,792
1202,364
1203,1104
1204,1260
1205,288
1206,968
1207,292
1208,1352
1209,708
1210,1068
1211,2180
1212,1356
1213,1448
1214,612
1215,228
1216,532
1217,1904
1218,2280
1219,1624
1220,1304
1221,2408
1222,644
1223,640
1224,1124
1225,996
1226,1052
1227,1108
1228,1076
1229,1516
1230,2844
1231,600
1232,1868
1233,380
1234,2096
1235,900
1236,1476
1237,1652
1238,696
1239,1408
1240,4552
1241,616
1242,1404
1243,660
1244,440
1245,648
1246,108
1247,896
1248,444
1249,136
1250,1500
1251,2604
1252,2792
1253,1060
1254,488
1255,768
1256,1084
1257,556
1258,1280
1259,2868
1260,904
1261,840
1262,692
1263,1040
1264,3052
1265,792
1266,496
1267,1012
1268,492
1269,932
1270,4148
1271,1288
1272,1644
1273,1432
1274,76
1275,960
1276,1112
1277,568
1278,324
1279,1628
1280,1408
1281,2248
1282,264
1283,1104
1284,1632
1285,848
1286,1276
1287,584
1288,300
1289,1176
1290,344
1291,1372
1292,1084
1293,2396
1294,1580
1295,824
1296,2424
1297,3300
1298,484
1299,1744
1300,596
1301,952
1302,2864
1303,740
1304,1396
1305,920
1306,1040
1307,300
1308,424
1309,2468
1310,1384
1311,1184
1312,1240
1313,352
1314,684
1315,2512
1316,324
1317,1220
1318,136
1319,716
1320,2416
1321,2080
1322,416
1323,1288
1324,976
1325,1548
1326,1276
1327,440
1328,1288
1329,912
1330,996
1331,904
1332,436
1333,1824
1334,316
1335,1068
1336,952
1337,1100
1338,1284
1339,1924
1340,1144
1341,1200
1342,1164
1343,952
1344,964
1345,1484
1346,2744
1347,2500
1348,364
1349,772
1350,2144
1351,904
1352,1128
1353,1280
1354,1304
1355,2064
1356,604
1357,792
1358,1048
1359,392
1360,1180
1361,540
1362,1596
1363,292
1364,784
1365,524
1366,2420
1367,788
1368,3608
1369,524
1370,1204
1371,288
1372,492
1373,596
1374,1244
1375,160
1376,512
1377,664
1378,1316
1379,2188
1380,464
1381,656
1382,2528
1383,1296
1384,260
1385,292
1386,1500
1387,340
1388,1520
1389,2080
1390,644
1391,1044
1392,172
1393,708
1394,1972
1395,2900
1396,1480
1397,1440
1398,2548
1399,660
1400,1504
1401,1556
1402,616
1403,2028
1404,640
1405,636
1406,356
1407,1636
1408,320
1409,552
1410,1688
1411,748
1412,1164
1413,532
1414,80
1415,648
1416,2308
1417,2592
1418,1408
1419,1040
1420,1816
1421,1688
1422,1020
1423,2228
1424,316
1425,1360
1426,60
1427,324
1428,480
1429,600
1430,1272
1431,1184
1432,88
1433,400
1434,2028
1435,1552
1436,1928
1437,2188
1438,620
1439,96
1440,980
1441,348
1442,1232
1443,2764
1444,340
1445,2152
1446,1556
1447,200
1448,1220
1449,1656
1450,2484
1451,728
1452,2396
1453,996
1454,2800
1455,612
1456,1260
1457,1680
1458,2108
1459,1660
1460,700
1461,468
1462,364
1463,736
1464,592
1465,816
1466,1292
1467,364
1468,924
1469,2928
1470,1144
1471,1656
1472,1180
1473,196
1474,1176
1475,1520
1476,1492
1477,320
1478,484
1479,688
1480,456
1481,2936
1482,2532
1483,1544
1484,560
1485,1884
1486,1356
1487,80
1488,2024
1489,268
1490,352
1491,1156
1492,1420
1493,1920
1494,3684
1495,644
1496,1020
1497,448
1498,1388
1499,2096
1500,512
1501,576
1502,516
1503,2020
1504,256
1505,1292
1506,2752
1507,380
1508,1032
1509,660
1510,3200
1511,988
1512,316
1513,1772
1514,1324
1515,472
1516,756
1517,820
1518,768
1519,1012
1520,624
1521,2796
1522,1388
1523,1464
1524,712
1525,1324
1526,1340
1527,168
1528,3040
1529,900
1530,424
1531,608
1532,476
1533,616
1534,1448
1535,2052
1536,1204
1537,580
1538,2100
1539,1140
1540,3040
1541,1332
1542,1296
1543,2484
1544,780
1545,2412
1546,336
1547,1876
1548,536
1549,4308
1550,1716
1551,2284
1552,3140
1553,424
1554,5012
1555,3412
1556,3064
1557,1132
1558,1160
1559,1032
1560,604
1561,1632
1562,1364
1563,900
1564,1220
1565,1632
1566,992
1567,1124
1568,576
1569,328
1570,1848
1571,1444
1572,756
1573,2680
1574,1196
1575,2496
1576,2464
1577,600
1578,484
1579,132
1580,1428
1581,1396
1582,948
1583,1176
1584,1240
1585,968
1586,436
1587,168
1588,472
1589,596
1590,1128
1591,876
1592,896
1593,556
1594,1340
1595,1184
1596,1616
1597,2144
1598,1192
1599,2164
1600,804
1601,600
1602,328
1603,1068
1604,1340
1605,1544
1606,1360
1607,1024
1608,1024
1609,1360
1610,1768
1611,364
1612,2100
1613,324
1614,656
1615,1828
1616,640
1617,1492
1618,100
1619,340
1620,1240
1621,1020
1622,2108
1623,296
1624,740
1625,548
1626,260
1627,2908
1628,1064
1629,384
1630,580
1631,480
1632,832
1633,604
1634,1248
1635,484
1636,560
1637,588
1638,2436
1639,548
1640,724
1641,2648
1642,1256
1643,1648
1644,2188
1645,3628
1646,1000
1647,744
1648,1272
1649,2528
1650,384
1651,1744
1652,2528
1653,3164
1654,84
1655,1680
1656,692
1657,2324
1658,1396
1659,1220
1660,2224
1661,1608
1662,520
1663,628
1664,640
1665,1636
1666,1136
1667,652
1668,2064
1669,272
1670,1900
1671,3904
1672,2080
1673,1412
1674,1252
1675,648
1676,644
1677,1068
1678,1420
1679,560
1680,736
1681,2072
1682,1936
1683,1664
1684,348
1685,988
1686,980
1687,412
1688,660
1689,452
1690,2228
1691,892
1692,628
1693,668
1694,2060
1695,1888
1696,372
1697,520
1698,1544
1699,888
1700,368
1701,800
1702,1508
1703,1336
1704,2840
1705,1404
1706,584
1707,5316
1708,1372
1709,1264
1710,328
1711,880
1712,348
1713,708
1714,1556
1715,2440
1716,392
1717,1632
1718,524
1719,1180
1720,464
1721,1240
1722,1264
1723,1256
1724,272
1725,448
1726,780
1727,344
1728,916
1729,332
1730,1308
1731,744
1732,492
1733,680
1734,1052
1735,1288
1736,2344
1737,2696
1738,928
1739,1296
1740,1720
1741,656
1742,1080
1743,700
1744,1092
1745,1924
1746,1164
1747,1164
1748,924
1749,1436
1750,1452
1751,568
1752,980
1753,640
1754,1388
1755,912
1756,400
1757,668
1758,700
1759,76
1760,656
1761,1412
1762,376
1763,384
1764,1312
1765,1236
1766,904
1767,600
1768,324
1769,1172
1770,492
1771,1536
1772,704
1773,1728
1774,1432
1775,836
1776,320
1777,864
1778,796
1779,148
1780,724
1781,1364
1782,4120
1783,532
1784,2048
1785,416
1786,284
1787,1468
1788,696
1789,1148
1790,312
1791,696
1792,2580
1793,1108
1794,588
1795,124
1796,556
1797,3004
1798,2968
1799,1308
1800,3504
1801,384
1802,636
1803,2264
1804,1252
1805,2208
1806,712
1807,1332
1808,484
1809,180
1810,2416
1811,1684
1812,1344
1813,2792
1814,1076
1815,1612
1816,276
1817,1596
1818,864
1819,540
1820,1140
1821,988
1822,2164
1823,104
1824,1436
1825,1948
1826,1000
1827,436
1828,1008
1829,1944
1830,1496
1831,1272
1832,1056
1833,228
1834,700
1835,140
1836,1296
1837,872
1838,1868
1839,320
1840,1484
1841,480
1842,724
1843,1176
1844,1428
1845,700
1846,616
1847,1424
1848,2804
1849,1552
1850,968
1851,656
1852,1364
1853,764
1854,2244
1855,600
1856,1108
1857,496
1858,1180
1859,1304
1860,1168
1861,952
1862,688
1863,680
1864,1176
1865,440
1866,496
1867,904
1868,620
1869,280
1870,832
1871,860
1872,828
1873,3096
1874,536
1875,212
1876,1020
1877,484
1878,1804
1879,844
1880,2092
1881,3260
1882,248
1883,760
1884,880
1885,1452
1886,532
1887,904
1888,244
1889,908
1890,552
1891,604
1892,720
1893,1068
1894,1424
1895,548
1896,456
1897,1100
1898,440
1899,2016
1900,908
1901,280
1902,812
1903,1320
1904,588
1905,1196
1906,520
1907,492
1908,1588
1909,1800
1910,404
1911,572
1912,600
1913,952
1914,616
1915,796
1916,1800
1917,2536
1918,1960
1919,868
1920,760
1921,124
1922,544
1923,2136
1924,340
1925,1140
1926,5180
1927,796
1928,1276
1929,1296
1930,580
1931,140
1932,436
1933,1284
1934,1268
1935,1084
1936,856
1937,1012
1938,3396
1939,1244
1940,1148
1941,524
1942,680
1943,944
1944,1924
1945,1548
1946,2184
1947,988
1948,776
1949,2296
1950,408
1951,1544
1952,1152
1953,352
1954,632
1955,412
1956,1344
1957,1100
1958,1516
1959,1272
1960,992
1961,2300
1962,1012
1963,572
1964,204
1965,1208
1966,4872
1967,2116
1968,1228
1969,492
1970,1328
1971,352
1972,1192
1973,564
1974,464
1975,1328
1976,1896
1977,1008
1978,1260
1979,1596
1980,608
1981,416
1982,724
1983,1688
1984,568
1985,296
1986,336
1987,764
1988,1292
1989,1468
1990,964
1991,1012
1992,564
1993,1348
1994,1572
1995,360
1996,756
1997,472
1998,872
1999,1300
2000,348
2001,320
2002,1120
2003,1900
2004,1352
2005,580
2006,984
2007,428
2008,2640
2009,2436
2010,832
2011,240
2012,616
2013,968
2014,1184
2015,900
2016,872
2017,2892
2018,416
2019,868
2020,468
2021,1016
2022,1040
2023,1480
2024,988
2025,1876
2026,344
2027,2600
2028,504
2029,496
2030,988
2031,1252
2032,1900
2033,1456
2034,620
2035,552
2036,1192
2037,900
2038,1464
2039,1736
2040,1544
2041,756
2042,472
2043,1056
2044,892
2045,2340
2046,2248
2047,1640
2048,2936
2049,2060
2050,912
2051,1648
2052,1072
2053,884
2054,584
2055,2500
2056,2048
2057,980
2058,768
2059,1700
2060,684
2061,696
2062,2036
2063,1160
2064,2784
2065,588
2066,424
2067,2456
2068,884
2069,1032
2070,1288
2071,516
2072,2256
2073,1156
2074,784
2075,2348
2076,1156
2077,612
2078,1040
2079,688
2080,1044
2081,1028
2082,644
2083,980
2084,3892
2085,3300
2086,340
2087,944
2088,276
2089,440
2090,416
2091,2300
2092,528
2093,248
2094,720
2095,484
2096,508
2097,1276
2098,320
2099,6628
2100,496
2101,340
2102,540
2103,1092
2104,1884
2105,2772
2106,724
2107,636
2108,176
2109,356
2110,808
2111,696
2112,1348
2113,584
2114,2184
2115,880
2116,1620
2117,624
2118,592
2119,1056
2120,1928
2121,1472
2122,2300
2123,2404
2124,1328
2125,460
2126,384
2127,532
2128,1580
2129,1120
2130,1312
2131,3164
2132,788
2133,1260
2134,620
2135,1144
2136,1860
2137,1348
2138,408
2139,1008
2140,2688
2141,456
2142,1036
2143,380
2144,904
2145,1324
2146,1748
2147,220
2148,652
2149,1628
2150,2368
2151,204
2152,1000
2153,600
2154,308
2155,1304
2156,2084
2157,776
2158,688
2159,2256
2160,1112
2161,2176
2162,880
2163,1944
2164,428
2165,212
2166,972
2167,276
2168,1028
2169,1868
2170,648
2171,576
2172,1016
2173,380
2174,1992
2175,1564
2176,1692
2177,2840
2178,1912
2179,668
2180,304
2181,2260
2182,1264
2183,900
2184,264
2185,1232
2186,1752
2187,1080
2188,1268
2189,580
2190,4464
2191,620
2192,164
2193,216
2194,1248
2195,1492
2196,3072
2197,1000
2198,1072
2199,828
2200,1320
2201,1124
2202,628
2203,540
2204,1356
2205,3652
2206,756
2207,952
2208,484
2209,3272
2210,904
2211,1260
2212,424
2213,780
2214,320
2215,1536
2216,1096
2217,1300
2218,720
2219,1164
2220,1548
2221,1064
2222,228
2223,692
2224,1492
2225,1152
2226,476
2227,1448
2228,1000
2229,1016
2230,832
2231,1092
2232,956
2233,1240
2234,668
2235,1140
2236,284
2237,576
2238,968
2239,1600
2240,3028
2241,1280
2242,2884
2243,1320
2244,2284
2245,368
2246,1432
2247,4632
2248,1284
2249,592
2250,1228
2251,888
2252,1272
2253,760
2254,532
2255,404
2256,704
2257,784
2258,700
2259,716
2260,1684
2261,1396
2262,2204
2263,756
2264,952
2265,1204
2266,264
2267,1068
2268,460
2269,340
2270,1428
2271,540
2272,268
2273,1156
2274,1200
2275,956
2276,680
2277,404
2278,844
2279,824
2280,696
2281,484
2282,2152
2283,400
2284,1520
2285,480
2286,572
2287,1616
2288,776
2289,1632
2290,540
2291,4880
2292,524
2293,488
2294,3132
2295,1628
2296,668
2297,992
2298,436
2299,1000
2300,1236
2301,620
2302,2964
2303,464
2304,996
2305,1648
2306,2192
2307,252
2308,532
2309,1188
2310,648
2311,856
2312,528
2313,696
2314,888
2315,1580
2316,324
2317,968
2318,1812
2319,1052
2320,872
2321,1520
2322,1524
2323,1296
2324,956
2325,2156
2326,2576
2327,2340
2328,3764
2329,248
2330,968
2331,1756
2332,1216
2333,2016
2334,1132
2335,1124
2336,1860
2337,1316
2338,3492
2339,1408
2340,1484
2341,444
2342,1132
2343,1300
2344,424
2345,2320
2346,1240
2347,1412
2348,596
2349,1116
2350,1588
2351,1656
2352,592
2353,1580
2354,684
2355,1356
2356,1728
2357,740
2358,776
2359,2980
2360,920
2361,524
2362,1220
2363,124
2364,684
2365,516
2366,1364
2367,964
2368,1672
2369,1184
2370,3548
2371,392
2372,1032
2373,1460
2374,768
2375,1032
2376,2156
2377,2056
2378,1824
2379,868
2380,1184
2381,696
2382,2388
2383,3344
2384,936
2385,524
2386,2432
2387,1660
2388,1108
2389,592
2390,1040
2391,476
2392,1892
2393,460
2394,1432
2395,1700
2396,332
2397,1960
2398,1160
2399,1020
2400,2048
2401,424
2402,400
2403,552
2404,1180
2405,400
2406,176
2407,2052
2408,136
2409,832
2410,1308
2411,900
2412,1072
2413,672
2414,2508
2415,1260
2416,1328
2417,776
2418,980
2419,1524
2420,724
2421,2812
2422,1624
2423,1148
2424,792
2425,644
2426,888
2427,476
2428,1300
2429,2324
2430,600
2431,3688
2432,784
2433,2148
2434,936
2435,3184
2436,1648
2437,2544
2438,3188
2439,1484
2440,2200
2441,1296
2442,516
2443,3932
2444,1208
2445,1292
2446,184
2447,344
2448,764
2449,536
2450,2436
2451,2940
2452,1352
2453,420
2454,1012
2455,272
2456,704
2457,2204
2458,536
2459,500
2460,268
2461,1388
2462,500
2463,2240
2464,396
2465,900
2466,1128
2467,1256
2468,1440
2469,764
2470,880
2471,1272
2472,1224
2473,1892
2474,2948
2475,2100
2476,1088
2477,688
2478,1664
2479,516
2480,2436
2481,1036
2482,3032
2483,2488
2484,3228
2485,1532
2486,764
2487,824
2488,1100
2489,2856
2490,1228
2491,256
2492,648
2493,536
2494,760
2495,500
2496,296
2497,484
2498,2012
2499,856
2500,1516
2501,1292
2502,1372
2503,2096
2504,1056
2505,1912
2506,492
2507,400
2508,3112
2509,1040
2510,900
2511,596
2512,96
2513,544
2514,1036
2515,1236
2516,2388
2517,2428
2518,524
2519,1244
2520,1208
2521,320
2522,1284
2523,1516
2524,244
2525,628
2526,1024
2527,632
2528,1284
2529,2072
2530,1372
2531,1160
2532,1352
2533,932
2534,1300
2535,776
2536,372
2537,1056
2538,500
2539,916
2540,976
2541,484
2542,1084
2543,2388
2544,860
2545,884
2546,1532
2547,1244
2548,1168
2549,1444
2550,3540
2551,264
2552,260
2553,1112
2554,1960
2555,260
2556,820
2557,1516
2558,1900
2559,1000
2560,1576
2561,536
2562,904
2563,1764
2564,2260
2565,1004
2566,1300
2567,1408
2568,2240
2569,828
2570,88
2571,1288
2572,2328
2573,1208
2574,448
2575,1168
2576,920
2577,1180
2578,1528
2579,1444
2580,1852
2581,1064
2582,2456
2583,844
2584,428
2585,604
2586,1572
2587,1672
2588,256
2589,644
2590,1044
2591,2904
2592,2304
2593,2336
2594,708
2595,328
2596,1132
2597,496
2598,408
2599,2036
2600,224
2601,916
2602,824
2603,1852
2604,1052
2605,800
2606,204
2607,4968
2608,2456
2609,1272
2610,2344
2611,692
2612,1024
2613,1856
2614,1248
2615,680
2616,1188
2617,524
2618,748
2619,488
2620,1104
2621,2068
2622,88
2623,944
2624,416
2625,2000
2626,888
2627,1444
2628,316
2629,1584
2630,2356
2631,2268
2632,820
2633,780
2634,2424
2635,232
2636,1128
2637,336
2638,1652
2639,1104
2640,520
2641,856
2642,4040
2643,2544
2644,808
2645,1356
2646,404
2647,2616
2648,896
2649,1352
2650,988
2651,1844
2652,1252
2653,896
2654,1140
2655,744
2656,1492
2657,1260
2658,1024
2659,548
2660,2160
2661,2880
2662,600
2663,792
2664,252
2665,1036
2666,6612
2667,756
2668,376
2669,1200
2670,1116
2671,584
2672,1264
2673,388
2674,296
2675,1900
2676,1264
2677,636
2678,312
2679,1268
2680,1500
2681,672
2682,1704
2683,692
2684,528
2685,516
2686,540
2687,540
2688,796
2689,2372
2690,436
2691,56
2692,1520
2693,812
2694,1476
2695,252
2696,860
2697,1552
2698,936
2699,500
2700,224
2701,1536
2702,5152
2703,1628
2704,3584
2705,1588
2706,2872
2707,1280
2708,556
2709,1684
2710,144
2711,572
2712,2384
2713,1532
2714,220
2715,1244
2716,1404
2717,812
2718,396
2719,948
2720,1456
2721,808
2722,656
2723,1064
2724,2068
2725,1104
2726,868
2727,1096
2728,276
2729,1380
2730,536
2731,720
2732,2212
