Episode,Score
266,316
267,880
268,2120
269,488
270,912
271,864
272,116
273,772
274,1032
275,1340
276,564
277,1020
278,1260
279,852
280,484
281,812
282,1556
283,1208
284,480
285,3088
286,640
287,2668
288,2164
289,676
290,720
291,1076
292,372
293,672
294,920
295,364
296,1128
297,1288
298,320
299,1956
300,988
301,568
302,1256
303,612
304,576
305,460
306,308
307,1976
308,564
309,1564
310,492
311,448
312,608
313,780
314,276
315,548
316,1308
317,152
318,572
319,940
320,908
321,172
322,748
323,1288
324,276
325,2576
326,356
327,1088
328,1364
329,1180
330,1060
331,512
332,752
333,308
334,392
335,680
336,940
337,512
338,888
339,504
340,568
341,416
342,676
343,652
344,1372
345,2432
346,1144
347,1692
348,540
349,264
350,992
351,1728
352,1480
353,1072
354,1456
355,484
356,996
357,5792
358,632
359,324
360,864
361,1132
362,556
363,560
364,1264
365,2304
366,1176
367,240
368,1208
369,720
370,1572
371,1184
372,512
373,600
374,412
375,1080
376,208
377,700
378,1268
379,536
380,728
381,384
382,788
383,444
384,488
385,532
386,948
387,1124
388,1132
389,1724
390,892
391,1408
392,120
393,984
394,584
395,596
396,324
397,1280
398,168
399,1176
400,672
401,628
402,724
403,1628
404,1068
405,716
406,2112
407,1276
408,356
409,84
410,612
411,2496
412,2844
413,520
414,600
415,340
416,1824
417,1480
418,1892
419,552
420,356
421,412
422,800
423,1384
424,352
425,952
426,584
427,624
428,2380
429,536
430,352
431,600
432,1040
433,616
434,1052
435,820
436,1076
437,664
438,1164
439,2668
440,544
441,324
442,256
443,1484
444,308
445,1032
446,556
447,456
448,636
449,2332
450,228
451,612
452,1880
453,640
454,484
455,1156
456,2092
457,128
458,440
459,904
460,436
461,2308
462,736
463,776
464,2968
465,2724
466,1268
467,108
468,1164
469,972
470,1692
471,1172
472,424
473,312
474,632
475,928
476,1860
477,352
478,608
479,1732
480,332
481,244
482,1124
483,1140
484,1024
485,552
486,1508
487,940
488,1132
489,708
490,2664
491,828
492,1300
493,1124
494,1184
495,2276
496,1016
497,1032
498,100
499,2548
500,1184
501,608
502,1328
503,1968
504,740
505,2160
506,844
507,980
508,484
509,1460
510,728
511,1156
512,548
513,260
514,792
515,1316
516,552
517,1048
518,828
519,1052
520,720
521,392
522,1520
523,636
524,576
525,620
526,1360
527,460
528,528
529,756
530,288
531,524
532,2452
533,716
534,520
535,824
536,792
537,760
538,476
539,428
540,740
541,1036
542,536
543,416
544,844
545,4016
546,1188
547,396
548,712
549,1124
550,544
551,440
552,2128
553,960
554,288
555,1232
556,1112
557,1300
558,564
559,2280
560,1712
561,864
562,896
563,1468
564,1244
565,1324
566,96
567,112
568,928
569,1236
570,540
571,808
572,988
573,760
574,436
575,1032
576,1260
577,1108
578,684
579,260
580,720
581,236
582,2240
583,1828
584,1208
585,1296
586,1248
587,2276
588,1088
589,388
590,600
591,1356
592,1632
593,352
594,224
595,1220
596,3592
597,2176
598,1440
599,1268
600,776
601,104
602,692
603,2604
604,320
605,120
606,672
607,536
608,1992
609,244
610,1128
611,876
612,2312
613,440
614,2820
615,1212
616,884
617,1312
618,1228
619,1312
620,1080
621,1064
622,1368
623,500
624,352
625,228
626,152
627,384
628,1108
629,784
630,2296
631,1236
632,1216
633,172
634,168
635,480
636,572
637,1288
638,940
639,600
640,1316
641,616
642,716
643,752
644,1820
645,1056
646,508
647,1428
648,1820
649,3388
650,700
651,652
652,420
653,2656
654,92
655,1288
656,720
657,1092
658,1940
659,492
660,692
661,852
662,1364
663,740
664,1980
665,2416
666,1856
667,600
668,1612
669,940
670,868
671,1060
672,1152
673,2376
674,1236
675,324
676,1000
677,548
678,728
679,1164
680,1208
681,516
682,2288
683,1144
684,2780
685,520
686,940
687,116
688,2752
689,516
690,624
691,276
692,1216
693,1544
694,1276
695,680
696,196
697,632
698,2816
699,1608
700,544
701,2208
702,1368
703,452
704,516
705,568
706,1032
707,1104
708,2212
709,1000
710,560
711,1440
712,1380
713,728
714,1440
715,832
716,1332
717,268
718,344
719,1972
720,564
721,1552
722,1276
723,636
724,1224
725,568
726,648
727,2328
728,524
729,1824
730,1020
731,132
732,672
733,1216
734,1308
735,956
736,176
737,540
738,1380
739,656
740,388
741,1560
742,864
743,932
744,184
745,624
746,432
747,276
748,564
749,540
750,540
751,1268
752,1204
753,1104
754,1240
755,524
756,1116
757,1344
758,520
759,232
760,1340
761,372
762,2404
763,656
764,240
765,836
766,624
767,1292
768,296
769,596
770,1424
771,608
772,712
773,376
774,1200
775,652
776,1128
777,1352
778,288
779,256
780,1472
781,900
782,604
783,1636
784,744
785,1188
786,1408
787,372
788,1212
789,412
790,708
791,436
792,336
793,1152
794,740
795,2256
796,564
797,1108
798,1376
799,436
800,1208
801,1100
802,364
803,364
804,1412
805,920
806,1160
807,772
808,764
809,6844
810,324
811,644
812,2236
813,308
814,1020
815,952
816,84
817,284
818,496
819,1556
820,1240
821,396
822,1848
823,768
824,656
825,760
826,540
827,1156
828,532
829,372
830,732
831,1164
832,668
833,500
834,1184
835,1092
836,356
837,780
838,284
839,964
840,1140
841,208
842,616
843,648
844,600
845,464
846,428
847,496
848,564
849,1404
850,1108
851,624
852,2940
853,1240
854,568
855,1120
856,740
857,672
858,936
859,1672
860,692
861,1104
862,1932
863,508
864,2296
865,568
866,1476
867,2720
868,484
869,736
870,404
871,632
872,196
873,2888
874,332
875,1272
876,1088
877,1092
878,1108
879,620
880,292
881,204
882,416
883,856
884,516
885,728
886,484
887,1492
888,644
889,724
890,1568
891,376
892,780
893,1124
894,748
895,1308
896,1396
897,1412
898,656
899,804
900,1100
901,2392
902,1464
903,428
904,460
905,848
906,712
907,2116
908,464
909,1236
910,1100
911,1264
912,192
913,1220
914,1128
915,580
916,1120
917,2676
918,1056
919,2536
920,628
921,788
922,680
923,300
924,176
925,700
926,488
927,1232
928,1168
929,2320
930,596
931,2324
932,1236
933,772
934,848
935,452
936,1644
937,516
938,1284
939,288
940,468
941,940
942,252
943,1292
944,376
945,1600
946,468
947,1864
948,800
949,2160
950,988
951,608
952,132
953,524
954,1512
955,316
956,996
957,1632
958,448
959,624
960,1168
961,376
962,652
963,836
964,548
965,868
966,236
967,2388
968,1236
969,492
970,2280
971,1548
972,340
973,940
974,1208
975,1024
976,1204
977,1136
978,356
979,444
980,212
981,1460
982,1140
983,1240
984,544
985,1144
986,856
987,1564
988,1040
989,1284
990,1408
991,560
992,328
993,624
994,840
995,436
996,596
997,1376
998,576
999,444
1000,1164
1001,240
1002,464
1003,1472
1004,1128
1005,1248
1006,1408
1007,924
1008,576
1009,636
1010,1148
1011,372
1012,1272
1013,844
1014,820
1015,1040
1016,1176
1017,1212
1018,624
1019,1284
1020,740
1021,428
1022,1152
1023,624
1024,796
1025,360
1026,2684
1027,1564
1028,352
1029,620
1030,1520
1031,888
1032,1236
1033,1608
1034,1072
1035,360
1036,884
1037,280
1038,516
1039,592
1040,2736
1041,348
1042,576
1043,1048
1044,1216
1045,608
1046,1144
1047,1896
1048,188
1049,1308
1050,344
1051,1196
1052,1544
1053,1280
1054,1732
1055,1044
1056,520
1057,864
1058,740
1059,2192
1060,1256
1061,2900
1062,768
1063,876
1064,572
1065,1412
1066,2980
1067,1288
1068,804
1069,712
1070,428
1071,2148
1072,1180
1073,476
1074,740
1075,528
1076,52
1077,620
1078,864
1079,788
1080,1172
1081,660
1082,1144
1083,524
1084,588
1085,328
1086,812
1087,372
1088,476
1089,900
1090,852
1091,240
1092,1320
1093,1156
1094,1012
1095,1300
1096,1112
1097,932
1098,1128
1099,1256
1100,664
1101,316
1102,568
1103,1116
1104,1344
1105,1580
1106,296
1107,696
1108,1320
1109,960
1110,2100
1111,620
1112,1352
1113,488
1114,1280
1115,312
1116,956
1117,320
1118,616
1119,1416
1120,1476
1121,480
1122,1008
1123,488
1124,204
1125,836
1126,1208
1127,588
1128,628
1129,508
1130,284
1131,2504
1132,1100
1133,856
1134,892
1135,2520
1136,1272
1137,416
1138,1596
1139,644
1140,976
1141,248
1142,912
1143,360
1144,256
1145,1096
1146,2012
1147,660
1148,1208
1149,496
1150,1376
1151,2924
1152,2228
1153,1428
1154,636
1155,876
1156,1140
1157,1304
1158,848
1159,664
1160,700
1161,1248
1162,3220
1163,776
1164,784
1165,1344
1166,1320
1167,480
1168,1104
1169,768
1170,1240
1171,828
1172,740
1173,932
1174,508
1175,500
1176,1196
1177,868
1178,1112
1179,1020
1180,100
1181,616
1182,196
1183,1284
1184,1488
1185,580
1186,676
1187,1120
1188,656
1189,668
1190,1464
1191,960
1192,980
1193,2868
1194,440
1195,628
1196,988
1197,1496
1198,1212
1199,528
1200,260
1201,468
1202,1004
1203,216
1204,172
1205,1564
1206,668
1207,252
1208,500
1209,588
1210,276
1211,812
1212,660
1213,1100
1214,1200
1215,1204
1216,796
1217,152
1218,148
1219,1132
1220,1196
1221,1472
1222,632
1223,400
1224,632
1225,1452
1226,1564
1227,324
1228,540
1229,1044
1230,244
1231,312
1232,1964
1233,596
1234,196
1235,1000
1236,604
1237,1040
1238,580
1239,656
1240,1856
1241,592
1242,1484
1243,1924
1244,1888
1245,1452
1246,648
1247,1256
1248,652
1249,716
1250,824
1251,592
1252,676
1253,1056
1254,1296
1255,340
1256,896
1257,1184
1258,1292
1259,400
1260,868
1261,204
1262,368
1263,480
1264,688
1265,768
1266,1252
1267,572
1268,496
1269,1652
1270,844
1271,1028
1272,1572
1273,328
1274,1452
1275,928
1276,1196
1277,1160
1278,872
1279,588
1280,928
1281,1360
1282,900
1283,612
1284,612
1285,624
1286,988
1287,372
1288,2180
1289,460
1290,720
1291,752
1292,996
1293,936
1294,228
1295,480
1296,612
1297,1244
1298,744
1299,848
1300,1192
1301,332
1302,1308
1303,1072
1304,1268
1305,1212
1306,668
1307,1308
1308,388
1309,1020
1310,1048
1311,1204
1312,1340
1313,672
1314,996
1315,1264
1316,952
1317,832
1318,632
1319,596
1320,944
1321,284
1322,1248
1323,728
1324,1136
1325,1236
1326,804
1327,1552
1328,276
1329,212
1330,640
1331,2492
1332,904
1333,1236
1334,1636
1335,588
1336,556
1337,2216
1338,424
1339,524
1340,928
1341,660
1342,224
1343,660
1344,776
1345,1844
1346,860
1347,916
1348,152
1349,548
1350,1364
1351,388
1352,1224
1353,484
1354,992
1355,484
1356,512
1357,2592
1358,1296
1359,1456
1360,1044
1361,528
1362,1616
1363,528
1364,640
1365,476
1366,1300
1367,352
1368,228
1369,560
1370,1760
1371,892
1372,1088
1373,236
1374,880
1375,1588
1376,1256
1377,264
1378,1748
1379,312
1380,1232
1381,924
1382,1284
1383,484
1384,280
1385,828
1386,832
1387,1696
1388,1480
1389,372
1390,600
1391,888
1392,1496
1393,640
1394,796
1395,844
1396,592
1397,1168
1398,408
1399,396
1400,756
1401,576
1402,480
1403,740
1404,660
1405,920
1406,1872
1407,504
1408,1180
1409,1192
1410,616
1411,2008
1412,2868
1413,800
1414,1532
1415,344
1416,568
1417,956
1418,512
1419,2120
1420,1408
1421,1408
1422,1292
1423,1380
1424,924
1425,1028
1426,592
1427,1232
1428,1172
1429,424
1430,2512
1431,1220
1432,860
1433,696
1434,776
1435,364
1436,640
1437,1012
1438,324
1439,1332
1440,2852
1441,72
1442,636
1443,684
1444,108
1445,1168
1446,780
1447,144
1448,780
1449,348
1450,1216
1451,1400
1452,1616
1453,228
1454,1376
1455,872
1456,528
1457,228
1458,456
1459,844
1460,352
1461,712
1462,504
1463,1508
1464,736
1465,652
1466,1560
1467,912
1468,1096
1469,1420
1470,1480
1471,500
1472,1356
1473,132
1474,4304
1475,744
1476,2264
1477,1120
1478,896
1479,164
1480,312
1481,1368
1482,1488
1483,584
1484,1176
1485,1212
1486,396
1487,460
1488,520
1489,616
1490,1372
1491,380
1492,664
1493,424
1494,1120
1495,192
1496,2600
1497,2804
1498,744
1499,532
1500,1164
1501,1164
1502,244
1503,448
1504,1260
1505,156
1506,592
1507,692
1508,656
1509,1448
1510,476
1511,1460
1512,640
1513,724
1514,1108
1515,992
1516,1068
1517,1288
1518,764
1519,392
1520,2912
1521,596
1522,132
1523,2984
1524,388
1525,432
1526,1316
1527,556
1528,1256
1529,688
1530,652
1531,156
1532,2032
1533,940
1534,904
1535,360
1536,688
1537,424
1538,1080
1539,804
1540,984
1541,1400
1542,684
1543,2112
1544,444
1545,1060
1546,2388
1547,2000
1548,568
1549,656
1550,404
1551,956
1552,916
1553,524
1554,620
1555,904
1556,1708
1557,1724
1558,180
1559,532
1560,820
1561,1588
1562,624
1563,1120
1564,564
1565,764
1566,744
1567,1144
1568,1292
1569,744
1570,1340
1571,1764
1572,632
1573,260
1574,192
1575,876
1576,700
1577,1432
1578,764
1579,652
1580,1196
1581,564
1582,2240
1583,588
1584,400
1585,284
1586,768
1587,1496
1588,196
1589,356
1590,736
1591,608
1592,872
1593,436
1594,1196
1595,344
1596,728
1597,620
1598,768
1599,872
1600,2116
1601,796
1602,1120
1603,1020
1604,580
1605,524
1606,1252
1607,1272
1608,536
1609,1008
1610,688
1611,776
1612,788
1613,488
1614,324
1615,360
1616,1168
1617,212
1618,624
1619,1628
1620,628
1621,344
1622,2016
1623,260
1624,1172
1625,328
1626,532
1627,668
1628,460
1629,492
1630,1048
1631,152
1632,332
1633,1936
1634,944
1635,1232
1636,208
1637,1524
1638,1712
1639,1260
1640,1064
1641,772
1642,356
1643,536
1644,1424
1645,828
1646,1132
1647,1016
1648,2172
1649,552
1650,192
1651,916
1652,432
1653,2288
1654,1068
1655,324
1656,1112
1657,580
1658,2948
1659,664
1660,776
1661,540
1662,980
1663,1360
1664,1312
1665,540
1666,588
1667,1488
1668,716
1669,1276
1670,1312
1671,2060
1672,588
1673,652
1674,1360
1675,1200
1676,1232
1677,564
1678,504
1679,504
1680,1032
1681,168
1682,496
1683,1268
1684,608
1685,1132
1686,792
1687,1888
1688,488
1689,444
1690,752
1691,680
1692,2072
1693,1188
1694,836
1695,752
1696,1316
1697,1540
1698,1208
1699,104
1700,2272
1701,1456
1702,1012
1703,484
1704,412
1705,700
1706,1184
1707,644
1708,180
1709,532
1710,1116
1711,324
1712,576
1713,1712
1714,468
1715,2252
1716,1156
1717,820
1718,1200
1719,456
1720,276
1721,1056
1722,244
1723,968
1724,528
1725,1016
1726,412
1727,1384
1728,3064
1729,128
1730,808
1731,1620
1732,488
1733,1884
1734,672
1735,1472
1736,588
1737,208
1738,2552
1739,1076
1740,608
1741,2372
1742,292
1743,892
1744,872
1745,576
1746,1312
1747,1120
1748,776
1749,1032
1750,1588
1751,832
1752,808
1753,1132
1754,496
1755,468
1756,260
1757,1468
1758,1648
1759,696
1760,1080
1761,1552
1762,1036
1763,900
1764,736
1765,1120
1766,420
1767,1276
1768,796
1769,2868
1770,1728
1771,856
1772,364
1773,1504
1774,272
1775,1160
1776,1524
1777,1320
1778,2620
1779,2124
1780,260
1781,1992
1782,848
1783,744
1784,508
1785,1156
1786,1016
1787,308
1788,1816
1789,376
1790,908
1791,836
1792,340
1793,1368
1794,720
1795,1180
1796,1256
1797,520
1798,2644
1799,768
1800,3020
1801,452
1802,540
1803,484
1804,1300
1805,944
1806,972
1807,1032
1808,1152
1809,2024
1810,496
1811,1024
1812,1240
1813,484
1814,1020
1815,4132
1816,3176
1817,340
1818,240
1819,488
1820,1056
1821,148
1822,2832
1823,1284
1824,1140
1825,1440
1826,1160
1827,516
1828,916
1829,668
1830,2472
1831,484
1832,2716
1833,660
1834,1156
1835,944
1836,2312
1837,1020
1838,940
1839,1992
1840,424
1841,384
1842,432
1843,1304
1844,688
1845,500
1846,1572
1847,1132
1848,424
1849,1268
1850,884
1851,376
1852,1052
1853,1468
1854,1404
1855,1488
1856,996
1857,536
1858,616
1859,2896
1860,1588
1861,1184
1862,668
1863,412
1864,140
1865,1104
1866,1940
1867,916
1868,1548
1869,404
1870,1064
1871,1060
1872,500
1873,968
1874,552
1875,416
1876,1104
1877,284
1878,344
1879,496
1880,832
1881,180
1882,1220
1883,916
1884,2456
1885,788
1886,1784
1887,384
1888,708
1889,724
1890,3280
1891,256
1892,664
1893,2152
1894,236
1895,952
1896,236
1897,2244
1898,2008
1899,724
1900,948
1901,320
1902,1404
1903,1720
1904,532
1905,1616
1906,1640
1907,780
1908,716
1909,1424
1910,3004
1911,152
1912,408
1913,1728
1914,1092
1915,708
1916,1448
1917,1180
1918,272
1919,1252
1920,848
1921,1168
1922,372
1923,1868
1924,1564
1925,1160
1926,296
1927,732
1928,2032
1929,532
1930,1336
1931,312
1932,592
1933,1724
1934,300
1935,1384
1936,368
1937,1404
1938,1720
1939,784
1940,408
1941,456
1942,352
1943,1064
1944,244
1945,940
1946,2112
1947,616
1948,2944
1949,636
1950,264
1951,912
1952,1180
1953,624
1954,2716
1955,1072
1956,444
1957,2756
1958,1696
1959,1636
1960,1028
1961,484
1962,1320
1963,888
1964,776
1965,908
1966,1292
1967,804
1968,448
1969,728
1970,692
1971,324
1972,528
1973,624
1974,1244
1975,592
1976,2148
1977,508
1978,984
1979,1360
1980,824
1981,1248
1982,1212
1983,1260
1984,680
1985,1568
1986,1864
1987,1388
1988,1472
1989,676
1990,584
1991,476
1992,1680
1993,768
1994,668
1995,964
1996,348
1997,640
1998,300
1999,2816
2000,952
2001,612
2002,692
2003,1492
2004,532
2005,128
2006,600
2007,536
2008,1216
2009,696
2010,776
2011,524
2012,2212
2013,612
2014,1464
2015,628
2016,824
2017,840
2018,1904
2019,1220
2020,2428
2021,884
2022,984
2023,696
2024,3048
2025,252
2026,1280
2027,1080
2028,612
2029,120
2030,500
2031,992
2032,760
2033,464
2034,1360
2035,1904
2036,336
2037,564
2038,1476
2039,1852
2040,328
2041,1068
2042,1668
2043,1688
2044,744
2045,612
2046,1060
2047,2128
2048,248
2049,724
2050,2072
2051,1036
2052,1224
2053,2624
2054,516
2055,2012
2056,984
2057,3060
2058,1284
2059,1200
2060,1304
2061,840
2062,780
2063,656
2064,352
2065,532
2066,1584
2067,1332
2068,484
2069,3220
2070,2212
2071,1640
2072,444
2073,424
2074,1796
2075,2024
2076,1500
2077,560
2078,1848
2079,892
2080,148
2081,1260
2082,1240
2083,2332
2084,1096
2085,688
2086,724
2087,2024
2088,1600
2089,604
2090,876
2091,720
2092,2508
2093,316
2094,1080
2095,1036
2096,1568
2097,824
2098,1004
2099,4368
2100,568
2101,756
2102,1160
2103,2040
2104,196
2105,1948
2106,1672
2107,1924
2108,544
2109,936
2110,748
2111,1072
2112,1612
2113,1172
2114,1124
2115,1556
2116,712
2117,1744
2118,412
2119,5688
2120,832
2121,1220
2122,128
2123,716
2124,472
2125,532
2126,1152
2127,920
2128,760
2129,716
2130,992
2131,460
2132,2240
2133,640
2134,1164
2135,1288
2136,572
2137,1520
2138,564
2139,1300
2140,272
2141,500
2142,264
2143,564
2144,540
2145,236
2146,984
2147,2464
2148,464
2149,468
2150,2096
2151,576
2152,1284
2153,656
2154,628
2155,1108
2156,1456
2157,1264
2158,1480
2159,972
2160,1408
2161,788
2162,328
2163,1168
2164,616
2165,2404
2166,348
2167,2184
2168,456
2169,944
2170,608
2171,324
2172,2264
2173,1280
2174,636
2175,752
2176,2240
2177,1960
2178,8
2179,524
2180,560
2181,700
2182,1452
2183,1232
2184,1124
2185,1276
2186,920
2187,1148
2188,1480
2189,488
2190,540
2191,124
2192,1160
2193,808
2194,656
2195,244
2196,1476
2197,1060
2198,260
2199,816
2200,532
2201,788
2202,324
2203,1256
2204,1420
2205,880
2206,1112
2207,2900
2208,1080
2209,500
2210,488
2211,972
2212,1240
2213,996
2214,1612
2215,512
2216,1032
2217,844
2218,1112
2219,216
2220,1212
2221,1708
2222,1048
2223,1864
2224,1024
2225,1144
2226,992
2227,2516
2228,1200
2229,1924
2230,2836
2231,520
2232,2260
2233,1048
2234,1564
2235,364
2236,776
2237,1428
2238,644
2239,696
2240,1432
2241,464
2242,768
2243,2128
2244,716
2245,500
2246,1488
2247,512
2248,312
2249,1188
2250,1984
2251,696
2252,2476
2253,1148
2254,568
2255,2412
2256,536
2257,1028
2258,856
2259,284
2260,2768
2261,1372
2262,388
2263,536
2264,2128
2265,1032
2266,1208
2267,476
2268,1488
2269,168
2270,640
2271,1048
2272,1624
2273,560
2274,604
2275,1420
2276,1564
2277,1200
2278,412
2279,696
2280,1044
2281,604
2282,324
2283,2684
2284,80
2285,684
2286,664
2287,588
2288,160
2289,1508
2290,1008
2291,588
2292,716
2293,140
2294,572
2295,2124
2296,160
2297,532
2298,1588
2299,1256
2300,1144
2301,1516
2302,5068
2303,184
2304,532
2305,632
2306,1092
2307,2420
2308,548
2309,1024
2310,116
2311,1040
2312,1400
2313,1168
2314,1560
2315,1476
2316,1044
2317,2032
2318,636
2319,1620
2320,1492
2321,148
2322,1284
2323,1184
2324,2860
2325,336
2326,908
2327,468
2328,1572
2329,624
2330,636
2331,1728
2332,988
2333,1116
2334,776
2335,1452
2336,580
2337,1980
2338,776
2339,308
2340,2236
2341,408
2342,1364
2343,420
2344,1568
2345,104
2346,1344
2347,648
2348,1064
2349,964
2350,980
2351,1628
2352,1068
2353,1104
2354,624
2355,1616
2356,1284
2357,1200
2358,1324
2359,616
2360,1476
2361,2048
2362,1136
2363,952
2364,1084
2365,848
2366,1316
2367,1916
2368,684
2369,548
2370,612
2371,484
2372,500
2373,1752
2374,432
2375,1284
2376,832
2377,652
2378,1116
2379,724
2380,2348
2381,524
2382,588
2383,996
2384,576
2385,468
2386,684
2387,56
2388,500
2389,44
2390,1160
2391,456
2392,944
2393,396
2394,552
2395,1272
2396,1320
2397,1232
2398,624
2399,1116
2400,256
2401,208
2402,364
2403,1084
2404,2808
2405,2308
2406,828
2407,1432
2408,164
2409,664
2410,460
2411,444
2412,1852
2413,1156
2414,220
2415,1516
2416,780
2417,588
2418,1076
2419,1104
2420,412
2421,260
2422,884
2423,1080
2424,296
2425,1316
2426,892
2427,1088
2428,3040
2429,8
2430,628
2431,516
2432,696
2433,920
2434,856
2435,2824
2436,296
2437,708
2438,2792
2439,1316
2440,972
2441,732
2442,456
2443,1272
2444,1340
2445,2000
2446,608
2447,1192
2448,236
2449,156
2450,768
2451,592
2452,720
2453,664
2454,752
2455,368
2456,516
2457,604
2458,528
2459,696
2460,756
2461,1556
2462,1860
2463,316
2464,152
2465,2024
2466,1188
2467,612
2468,556
2469,844
2470,1156
2471,1284
2472,1220
2473,748
2474,308
2475,1060
2476,912
2477,1616
2478,1372
2479,1568
2480,440
2481,1396
2482,732
2483,1116
2484,380
2485,420
2486,896
2487,1376
2488,3328
2489,664
2490,2936
2491,880
2492,608
2493,1592
2494,1304
2495,1052
2496,520
2497,1008
2498,1340
2499,324
2500,2220
2501,1140
2502,876
2503,2220
2504,992
2505,1132
2506,724
2507,320
2508,648
2509,1296
2510,984
2511,1232
2512,1128
2513,1392
2514,1164
2515,1540
2516,308
2517,484
2518,236
2519,1308
2520,352
2521,1212
2522,2404
2523,760
2524,992
2525,2288
2526,312
2527,1576
2528,1400
2529,1012
2530,500
2531,1524
2532,432
2533,1556
2534,488
2535,1652
2536,220
2537,2664
2538,760
2539,2188
2540,908
2541,900
2542,1396
2543,1900
2544,1180
2545,276
2546,376
2547,236
2548,1264
2549,512
2550,764
2551,844
2552,784
2553,492
2554,364
2555,684
2556,2100
2557,900
2558,640
2559,400
2560,628
2561,368
2562,1816
2563,3092
2564,860
2565,800
2566,1364
2567,1396
2568,1120
2569,1228
2570,1100
2571,576
2572,3172
2573,712
2574,2092
2575,436
2576,280
2577,1104
2578,236
2579,1400
2580,2768
2581,840
2582,2612
2583,1388
2584,1416
2585,4120
2586,3220
2587,476
2588,3024
2589,984
2590,1168
2591,1284
2592,352
2593,1076
2594,4276
2595,364
2596,1208
2597,812
2598,904
2599,316
2600,620
2601,1112
2602,368
2603,520
2604,1352
2605,996
2606,356
2607,1272
2608,664
2609,520
2610,756
2611,348
2612,1988
2613,1384
2614,1196
2615,2364
2616,324
2617,844
2618,712
2619,1576
2620,364
2621,1500
2622,1388
2623,324
2624,1476
2625,1112
2626,616
2627,284
2628,652
2629,1908
2630,1640
2631,356
2632,1472
2633,468
2634,564
2635,532
2636,1404
2637,1544
2638,180
2639,828
2640,236
2641,988
2642,3004
2643,1880
2644,1396
2645,1224
2646,960
2647,648
2648,1332
2649,3084
2650,756
2651,392
2652,1608
2653,452
2654,596
2655,1044
2656,1316
2657,1252
2658,1064
2659,1148
2660,2080
2661,1384
2662,1012
2663,4484
2664,716
2665,220
2666,1068
2667,1036
2668,2640
2669,1292
2670,2192
2671,360
2672,332
2673,380
2674,956
2675,2348
2676,204
2677,1300
2678,2936
2679,632
2680,984
2681,380
2682,1388
2683,1560
2684,176
2685,484
2686,264
2687,364
2688,904
2689,584
2690,512
2691,1644
2692,984
2693,1680
2694,1284
2695,520
2696,1260
2697,496
2698,916
2699,1220
2700,1168
2701,1956
2702,1372
2703,312
2704,964
2705,1224
2706,624
2707,496
2708,1152
2709,1280
2710,668
2711,1496
2712,2016
2713,1380
2714,264
2715,1116
2716,780
2717,468
2718,228
2719,552
2720,2776
2721,1220
2722,896
2723,1600
2724,1744
2725,756
2726,912
2727,664
2728,724
2729,1196
2730,1044
2731,1092
2732,416
2733,1292
2734,2932
2735,1168
2736,1000
2737,1032
2738,1964
2739,2892
2740,624
2741,812
2742,2328
2743,756
2744,1272
2745,980
2746,676
2747,4856
2748,1840
2749,1312
2750,1360
2751,1320
2752,1940
2753,744
2754,484
2755,1456
2756,180
2757,504
2758,1204
